Date,Name,Year,Letterboxd URI,Rating
2021-02-12,The Party,1980,https://boxd.it/2aYy,1
2021-02-12,Us,2019,https://boxd.it/gnV6,3.5
2021-02-12,The Little Mermaid,1989,https://boxd.it/1WYO,4
2021-02-12,Green Book,2018,https://boxd.it/hErk,3.5
2021-02-12,Clueless,1995,https://boxd.it/1Ygk,3
2021-02-12,The Silence of the Lambs,1991,https://boxd.it/2aHW,4
2021-02-12,Ocean's Eight,2018,https://boxd.it/eaai,2.5
2021-02-12,The Social Network,2010,https://boxd.it/17ue,4.5
2021-02-12,Into the Wild,2007,https://boxd.it/22m2,4
2021-02-12,The Greatest Showman,2017,https://boxd.it/acjI,3.5
2021-02-12,Sausage Party,2016,https://boxd.it/6CCe,4.5
2021-02-12,A Quiet Place,2018,https://boxd.it/fVJQ,4.5
2021-02-12,Stand by Me,1986,https://boxd.it/2aOe,4
2021-02-12,Chungking Express,1994,https://boxd.it/1UDa,3.5
2021-02-12,The Sixth Sense,1999,https://boxd.it/29Js,4
2021-02-12,Little Miss Sunshine,2006,https://boxd.it/29EW,4
2021-02-12,Castaway on the Moon,2009,https://boxd.it/1GXU,4
2021-02-12,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2021-02-12,Interstellar,2014,https://boxd.it/4VZ8,4
2021-02-12,Slumdog Millionaire,2008,https://boxd.it/1S3E,3.5
2021-02-12,Billionaire Boys Club,2018,https://boxd.it/dqUY,2.5
2021-02-12,On Your Wedding Day,2018,https://boxd.it/jnnu,3.5
2021-02-12,The Boss Baby,2017,https://boxd.it/9mfO,2.5
2021-02-12,The Beauty Inside,2015,https://boxd.it/bfC6,3
2021-02-12,Coco,2017,https://boxd.it/bYJQ,4.5
2021-02-12,A Beautiful Mind,2001,https://boxd.it/2amk,4
2021-02-12,Ralph Breaks the Internet,2018,https://boxd.it/edAy,3
2021-02-12,Wreck-It Ralph,2012,https://boxd.it/2TTS,3.5
2021-02-12,Moana,2016,https://boxd.it/8tfY,4
2021-02-12,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3.5
2021-02-12,Catch Me If You Can,2002,https://boxd.it/29VS,3.5
2021-02-12,The Talented Mr. Ripley,1999,https://boxd.it/2924,4
2021-02-12,Captain America: The First Avenger,2011,https://boxd.it/28b0,3
2021-02-12,Avengers: Infinity War,2018,https://boxd.it/9vEe,3
2021-02-12,Jobs,2013,https://boxd.it/3RcY,3.5
2021-02-12,A Tale of Two Sisters,2003,https://boxd.it/248m,3.5
2021-02-12,Crazy Rich Asians,2018,https://boxd.it/gfnK,3.5
2021-02-12,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4
2021-02-12,The Devil Wears Prada,2006,https://boxd.it/2awE,3.5
2021-02-12,3 Idiots,2009,https://boxd.it/1Dsa,4
2021-02-12,Ferris Bueller's Day Off,1986,https://boxd.it/1YPY,3.5
2021-02-12,Moss,2010,https://boxd.it/GUk,3
2021-02-12,The Purge: Anarchy,2014,https://boxd.it/71zk,3
2021-02-12,Jurassic Park,1993,https://boxd.it/2aA2,4
2021-02-12,The Lost World: Jurassic Park,1997,https://boxd.it/2azS,3
2021-02-12,Jurassic Park III,2001,https://boxd.it/2azI,3
2021-02-12,Jurassic World,2015,https://boxd.it/4n0g,3.5
2021-02-12,Zootopia,2016,https://boxd.it/84xS,4
2021-02-12,The First Purge,2018,https://boxd.it/fJfk,3
2021-02-12,Hereditary,2018,https://boxd.it/hNVe,5
2021-02-12,The Wailing,2016,https://boxd.it/9fLy,3.5
2021-02-12,Black Panther,2018,https://boxd.it/8MHs,3.5
2021-02-12,No Strings Attached,2011,https://boxd.it/YUs,2.5
2021-02-12,The Big Short,2015,https://boxd.it/ajZw,4
2021-02-12,Murder on the Orient Express,2017,https://boxd.it/dHjA,3.5
2021-02-12,The Parent Trap,1998,https://boxd.it/1XJq,4.5
2021-02-12,The Breakfast Club,1985,https://boxd.it/27q4,3
2021-02-12,Pitch Perfect,2012,https://boxd.it/3OsE,3.5
2021-02-12,Pitch Perfect 2,2015,https://boxd.it/7tNa,3
2021-02-12,Peppermint Candy,1999,https://boxd.it/ZQc,3.5
2021-02-12,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,3
2021-02-12,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3.5
2021-02-12,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,4
2021-02-12,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3
2021-02-12,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2021-02-12,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,4
2021-02-12,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,4
2021-02-12,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3
2021-02-12,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3.5
2021-02-12,A Dog's Purpose,2017,https://boxd.it/dgSI,2.5
2021-02-12,Despicable Me,2010,https://boxd.it/1DD8,4
2021-02-12,Despicable Me 2,2013,https://boxd.it/3gg0,3.5
2021-02-12,Saving Private Ryan,1998,https://boxd.it/29ro,3
2021-02-12,Good Will Hunting,1997,https://boxd.it/2ahY,4
2021-02-12,Mean Girls,2004,https://boxd.it/1VNg,4
2021-02-12,Inside Out,2015,https://boxd.it/4KHC,4
2021-02-12,The Internship,2013,https://boxd.it/3SWS,2.5
2021-02-12,21,2008,https://boxd.it/20BO,2.5
2021-02-12,Now You See Me,2013,https://boxd.it/2Bsu,3
2021-02-12,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,3
2021-02-12,The Blind Side,2009,https://boxd.it/1zWg,3.5
2021-02-12,Superbad,2007,https://boxd.it/20hO,4
2021-02-12,Sing,2016,https://boxd.it/b5EQ,2.5
2021-02-12,Wonder Woman,2017,https://boxd.it/9roG,3.5
2021-02-12,So Young,2013,https://boxd.it/5Ms2,2.5
2021-02-12,La La Land,2016,https://boxd.it/a5fa,3.5
2021-02-12,Boyz n the Hood,1991,https://boxd.it/29Ug,3.5
2021-02-12,Beauty and the Beast,2017,https://boxd.it/ar0c,3
2021-02-12,Silence,2016,https://boxd.it/2cAo,2.5
2021-02-12,Train to Busan,2016,https://boxd.it/dSQU,4.5
2021-02-12,The Hangover,2009,https://boxd.it/1GjK,3
2021-02-12,The Hangover Part II,2011,https://boxd.it/PZI,3
2021-02-12,The Hangover Part III,2013,https://boxd.it/3GNY,2.5
2021-02-12,Bridesmaids,2011,https://boxd.it/rac,4
2021-02-12,The Danish Girl,2015,https://boxd.it/9Ohy,4
2021-02-12,The Imitation Game,2014,https://boxd.it/6aig,4
2021-02-12,The Intouchables,2011,https://boxd.it/2FT0,4
2021-02-12,A Million Ways to Die in the West,2014,https://boxd.it/5H9k,2
2021-02-12,Goodbye Mr. Loser,2015,https://boxd.it/couW,3
2021-02-12,Paper Towns,2015,https://boxd.it/8T5g,3
2021-02-12,The Way Way Back,2013,https://boxd.it/4Gwq,3.5
2021-02-12,Stuck in Love,2012,https://boxd.it/3L08,4
2021-02-12,The Bling Ring,2013,https://boxd.it/3lPY,3
2021-02-12,Sunny,2011,https://boxd.it/2FoG,4
2021-02-12,Spy,2015,https://boxd.it/71Ks,1.5
2021-02-12,Pompeii,2014,https://boxd.it/2E8W,1.5
2021-02-12,No Breathing,2013,https://boxd.it/6Nug,2
2021-02-12,Miss Granny,2014,https://boxd.it/7qbi,3.5
2021-02-12,Life of Pi,2012,https://boxd.it/37pC,3.5
2021-02-12,The Left Ear,2015,https://boxd.it/b3Nm,3
2021-02-12,Hwayi: A Monster Boy,2013,https://boxd.it/6oZI,3
2021-02-12,Her,2013,https://boxd.it/4O24,3
2021-02-12,Architecture 101,2012,https://boxd.it/3CUG,3.5
2021-02-12,Dead Poets Society,1989,https://boxd.it/2aSg,3.5
2021-02-12,Back to the Future,1985,https://boxd.it/2b8e,4
2021-02-12,Back to the Future Part II,1989,https://boxd.it/2aYI,3
2021-02-12,Back to the Future Part III,1990,https://boxd.it/2aTS,3
2021-02-12,Battle Royale,2000,https://boxd.it/25zS,4
2021-02-12,Silenced,2011,https://boxd.it/2QGG,4
2021-02-12,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,3.5
2021-02-12,Infernal Affairs,2002,https://boxd.it/1Vqw,3.5
2021-02-12,The Truman Show,1998,https://boxd.it/18U8,4
2021-02-12,Spirited Away,2001,https://boxd.it/2b4m,4
2021-02-12,Castle in the Sky,1986,https://boxd.it/1W4G,4
2021-02-12,The Martian,2015,https://boxd.it/8SeG,3.5
2021-02-12,Finding Dory,2016,https://boxd.it/4aAA,3
2021-02-12,The Art of Getting By,2011,https://boxd.it/KC,2.5
2021-02-12,Easy A,2010,https://boxd.it/17DK,4
2021-02-12,Deadpool,2016,https://boxd.it/9fOC,3
2021-02-12,Memories of Murder,2003,https://boxd.it/1TSo,3.5
2021-02-12,Finding Mr. Right,2013,https://boxd.it/5Hnm,3.5
2021-02-12,Frozen,2013,https://boxd.it/3GNa,3
2021-02-12,Gone with the Wind,1939,https://boxd.it/29Fq,3
2021-02-12,The Theory of Everything,2014,https://boxd.it/7YtA,4
2021-02-12,Z  Storm,2014,https://boxd.it/8suS,2
2021-02-12,A Werewolf Boy,2012,https://boxd.it/4c2A,3.5
2021-02-12,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5
2021-02-12,The Kings of Summer,2013,https://boxd.it/4V3e,3.5
2021-02-12,Think Like a Man,2012,https://boxd.it/2ffo,2
2021-02-12,The Kids Are All Right,2010,https://boxd.it/13f0,3.5
2021-02-12,Call Me by Your Name,2017,https://boxd.it/dYmm,3.5
2021-02-12,Kung Fu Panda,2008,https://boxd.it/1Yws,3.5
2021-02-12,21 Jump Street,2012,https://boxd.it/J0,3
2021-02-12,22 Jump Street,2014,https://boxd.it/5Fvy,3
2021-02-12,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/1gJi,3
2021-02-12,Percy Jackson: Sea of Monsters,2013,https://boxd.it/2D8m,2.5
2021-02-12,Ri¢hie Ri¢h,1994,https://boxd.it/1URw,2.5
2021-02-12,The Fault in Our Stars,2014,https://boxd.it/6BQa,3.5
2021-02-12,The Wolf of Wall Street,2013,https://boxd.it/3C1m,3.5
2021-02-12,The Spectacular Now,2013,https://boxd.it/4VSG,3
2021-02-12,Thor,2011,https://boxd.it/1WQU,3
2021-02-12,The Lorax,2012,https://boxd.it/2w9M,3.5
2021-02-12,Titanic,1997,https://boxd.it/2a2k,3.5
2021-02-12,Ratatouille,2007,https://boxd.it/27ww,4
2021-02-12,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3.5
2021-02-12,Oldboy,2003,https://boxd.it/29R2,3.5
2021-02-12,The Great Gatsby,2013,https://boxd.it/JY,3.5
2021-02-12,The Polar Express,2004,https://boxd.it/23am,3
2021-02-12,The Notebook,2004,https://boxd.it/1UNE,3
2021-02-12,12 Years a Slave,2013,https://boxd.it/2D2e,3.5
2021-02-12,Shrek,2001,https://boxd.it/29zi,4
2021-02-12,Cars,2006,https://boxd.it/29ho,3.5
2021-02-12,2012,2009,https://boxd.it/1OE2,2.5
2021-02-12,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,3.5
2021-02-12,Lost in Translation,2003,https://boxd.it/2b0E,4
2021-02-12,Holes,2003,https://boxd.it/20mE,3.5
2021-02-12,Hidden Figures,2016,https://boxd.it/dgS4,3
2021-02-12,Get Out,2017,https://boxd.it/eOCm,4
2021-02-12,In the Mood for Love,2000,https://boxd.it/29tE,3.5
2021-02-12,Finding Nemo,2003,https://boxd.it/72i,3.5
2021-02-12,Ponyo,2008,https://boxd.it/1S0A,3.5
2021-02-12,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,3.5
2021-02-12,Blue Valentine,2010,https://boxd.it/MxG,3
2021-02-12,The Help,2011,https://boxd.it/EDm,3.5
2021-02-13,Saving Face,2004,https://boxd.it/1Fj0,4
2021-02-14,Annihilation,2018,https://boxd.it/9yzm,3
2021-02-14,The Half of It,2020,https://boxd.it/m0T4,4
2021-02-15,Pee Mak,2013,https://boxd.it/5AUI,3
2021-02-16,Panic Room,2002,https://boxd.it/2490,3
2021-03-01,Late Autumn,2010,https://boxd.it/3cxm,3.5
2021-03-25,3-Iron,2004,https://boxd.it/28WK,3.5
2021-03-25,It's Kind of a Funny Story,2010,https://boxd.it/Tfa,3
2021-03-25,A Moment to Remember,2004,https://boxd.it/1LmO,3
2021-03-25,Kung Fu Hustle,2004,https://boxd.it/1YBi,4
2021-03-25,"The Good, The Bad, The Weird",2008,https://boxd.it/1MSG,2.5
2021-03-29,Los Sures,1984,https://boxd.it/4nhc,3
2021-03-29,Vice,2018,https://boxd.it/fcFY,3.5
2021-03-29,American Animals,2018,https://boxd.it/hE4K,4
2021-03-29,The Lobster,2015,https://boxd.it/7tnw,3.5
2021-03-31,Palm Springs,2020,https://boxd.it/lCXQ,3.5
2021-03-31,Coming to America,1988,https://boxd.it/1Ygu,3.5
2021-03-31,Uncut Gems,2019,https://boxd.it/gXGc,2
2021-04-01,O.J.: Made in America,2016,https://boxd.it/d7zi,4
2021-04-02,"I, Tonya",2017,https://boxd.it/dzR0,3.5
2021-04-03,Shoplifters,2018,https://boxd.it/ifY6,5
2021-04-03,Up,2009,https://boxd.it/1OEc,4
2021-04-04,Eighth Grade,2018,https://boxd.it/hDMG,5
2021-04-05,Booksmart,2019,https://boxd.it/igNS,4.5
2021-04-08,The Miseducation of Cameron Post,2018,https://boxd.it/f6B2,4
2021-04-08,Always,2011,https://boxd.it/32UU,3
2021-04-08,Short Term 12,2013,https://boxd.it/5f6s,3.5
2021-04-09,Starstruck,2010,https://boxd.it/1cjq,3
2021-04-09,Bee Movie,2007,https://boxd.it/22Vw,3.5
2021-04-09,Water Lilies,2007,https://boxd.it/1VjK,3
2021-04-10,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2021-04-10,Minari,2020,https://boxd.it/mL9M,4
2021-04-10,Masquerade,2012,https://boxd.it/4jII,3
2021-04-10,Ode To My Father,2014,https://boxd.it/a4Bu,4
2021-04-10,Our Times,2015,https://boxd.it/bVeq,3
2021-04-10,The Pursuit of Happyness,2006,https://boxd.it/28PE,3
2021-04-10,Secret,2007,https://boxd.it/1DEq,2.5
2021-04-10,Weathering with You,2019,https://boxd.it/kPxE,3.5
2021-04-11,WeWork: or The Making and Breaking of a $47 Billion Unicorn,2021,https://boxd.it/tVqi,2.5
2021-04-12,Marriage Story,2019,https://boxd.it/hJAw,3.5
2021-04-14,Rain Man,1988,https://boxd.it/2avw,3
2021-04-14,Legally Blonde,2001,https://boxd.it/1ZNa,3
2021-04-14,Romeo + Juliet,1996,https://boxd.it/2ama,3
2021-04-14,A Cinderella Story,2004,https://boxd.it/1UgU,2.5
2021-04-14,Friends with Benefits,2011,https://boxd.it/DoK,2
2021-04-14,High School Musical 2,2007,https://boxd.it/1PIu,3.5
2021-04-14,Ella Enchanted,2004,https://boxd.it/1O5G,2.5
2021-04-14,Monte Carlo,2011,https://boxd.it/hqk,2.5
2021-04-14,Freaky Friday,2003,https://boxd.it/1WwK,3
2021-04-14,The Cheetah Girls,2003,https://boxd.it/1hkS,3
2021-04-14,Princess Protection Program,2009,https://boxd.it/1F5s,2
2021-04-14,Camp Rock,2008,https://boxd.it/1PHw,3
2021-04-14,Camp Rock 2: The Final Jam,2010,https://boxd.it/Sru,2
2021-04-14,The Princess Diaries 2: Royal Engagement,2004,https://boxd.it/1UyY,3.5
2021-04-14,High School Musical,2006,https://boxd.it/1V0y,3.5
2021-04-14,Girls Trip,2017,https://boxd.it/eL4G,4
2021-04-14,Bridget Jones's Diary,2001,https://boxd.it/29WQ,2.5
2021-04-14,Hannah Montana: The Movie,2009,https://boxd.it/1Hx4,3.5
2021-04-14,Flipped,2010,https://boxd.it/Tb8,3
2021-04-14,My Best Friend's Wedding,1997,https://boxd.it/1ZHm,2.5
2021-04-17,Moonlight,2016,https://boxd.it/d6bE,3.5
2021-04-17,Shiva Baby,2020,https://boxd.it/oIv0,4.5
2021-04-18,Carol,2015,https://boxd.it/7DPK,3
2021-04-18,Tomboy,2011,https://boxd.it/49U,3
2021-04-20,The Witch,2015,https://boxd.it/9X0m,3.5
2021-04-28,Napoleon Dynamite,2004,https://boxd.it/20wu,3.5
2021-05-01,Hillbilly Elegy,2020,https://boxd.it/lQmY,3
2021-05-01,Disobedience,2017,https://boxd.it/ePFG,4
2021-05-09,Force Majeure,2014,https://boxd.it/7UcA,3
2021-05-09,Mulholland Drive,2001,https://boxd.it/297o,4
2021-05-09,Lovesong,2016,https://boxd.it/cSSY,2.5
2021-05-10,American Honey,2016,https://boxd.it/bk7C,3
2021-05-10,Soul,2020,https://boxd.it/ioLA,4
2021-05-12,The Incredibles,2004,https://boxd.it/1XLm,4
2021-05-13,Incredibles 2,2018,https://boxd.it/7IPg,4
2021-05-13,Bird Box,2018,https://boxd.it/eh1i,2.5
2021-05-13,But I'm a Cheerleader,1999,https://boxd.it/1CW4,3
2021-05-14,Jojo Rabbit,2019,https://boxd.it/iEBG,4
2021-05-14,Brokeback Mountain,2005,https://boxd.it/2b2q,3.5
2021-05-15,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3.5
2021-05-15,Girlhood,2014,https://boxd.it/7WyI,3.5
2021-05-16,The Clovehitch Killer,2018,https://boxd.it/jRjM,3
2021-05-16,The Woman in the Window,2021,https://boxd.it/iT56,3
2021-05-16,I Don't Feel at Home in This World Anymore,2017,https://boxd.it/f42u,4.5
2021-05-28,Your Name Engraved Herein,2020,https://boxd.it/qWwA,3.5
2021-05-28,WALL·E,2008,https://boxd.it/1VEo,5
2021-06-02,Ford v Ferrari,2019,https://boxd.it/ce74,3.5
2021-06-05,The Virgin Suicides,1999,https://boxd.it/28JG,3
2021-06-10,The Ring,2002,https://boxd.it/2a70,4
2021-06-12,Aquaman,2018,https://boxd.it/9ru0,3
2021-06-21,"Kim Ji-young, Born 1982",2019,https://boxd.it/lyGw,4
2021-06-22,Don't F**k with Cats: Hunting an Internet Killer,2019,https://boxd.it/oqjq,4
2021-07-05,The Watermelon Woman,1996,https://boxd.it/RRc,4
2021-07-09,The Cabin in the Woods,2011,https://boxd.it/1zOc,4
2021-07-10,Snowpiercer,2013,https://boxd.it/3Icg,3
2021-07-11,Love Letter,1995,https://boxd.it/LMA,5
2021-07-11,10 Cloverfield Lane,2016,https://boxd.it/aZiu,3
2021-07-11,Along with the Gods: The Two Worlds,2017,https://boxd.it/dVlA,4
2021-07-12,Along with the Gods: The Last 49 Days,2018,https://boxd.it/iMGu,3.5
2021-07-14,Shutter,2004,https://boxd.it/1JbY,3
2021-07-20,It Comes at Night,2017,https://boxd.it/eLuk,2.5
2021-07-21,The Handmaiden,2016,https://boxd.it/948A,4
2021-07-27,A Quiet Place Part II,2020,https://boxd.it/iTx0,3
2021-07-28,EXIT,2019,https://boxd.it/l07i,3
2021-07-28,Office Space,1999,https://boxd.it/28Em,5
2021-07-31,Saint Maud,2019,https://boxd.it/l8QA,2.5
2021-07-31,Save the Green Planet!,2003,https://boxd.it/1Uco,5
2021-07-31,47 Meters Down,2017,https://boxd.it/eaq6,2
2021-08-06,Norwegian Wood,2010,https://boxd.it/m4S,2
2021-08-08,Promising Young Woman,2020,https://boxd.it/loRE,4
2021-08-13,Ringu,1998,https://boxd.it/26tw,4
2021-09-04,The Florida Project,2017,https://boxd.it/dMG0,3.5
2021-09-07,Cruella,2021,https://boxd.it/bbKg,3
2021-09-13,The Queen's Gambit,2020,https://boxd.it/s1Ym,5
2021-09-27,Black Swan,2010,https://boxd.it/Sw0,4
2021-10-03,Mrs. Doubtfire,1993,https://boxd.it/29Cw,3
2021-10-04,Squid Game,2021,https://boxd.it/x1OG,4.5
2021-10-05,Happiest Season,2020,https://boxd.it/iS3I,4
2021-10-05,Green Room,2015,https://boxd.it/a75m,3
2021-10-05,The Princess Diaries,2001,https://boxd.it/1XCO,4
2021-10-07,Eyes Wide Shut,1999,https://boxd.it/2axs,3.5
2021-10-09,Happy Together,1997,https://boxd.it/1Ha0,4
2021-10-09,Malignant,2021,https://boxd.it/mViE,3
2021-10-16,Game Night,2018,https://boxd.it/fRtu,4
2021-10-17,Summerland,2020,https://boxd.it/j1S6,2.5
2021-10-17,"I'm a Cyborg, But That's OK",2006,https://boxd.it/2328,3
2021-10-18,Dear Evan Hansen,2021,https://boxd.it/kOP8,3.5
2021-10-18,Cruel Intentions,1999,https://boxd.it/29Be,4
2021-10-18,Rent,2005,https://boxd.it/2844,3
2021-10-19,Novitiate,2017,https://boxd.it/ewpa,2
2021-10-20,Imagine Me & You,2005,https://boxd.it/28E2,3.5
2021-10-22,Halloween,1978,https://boxd.it/2wRu,3.5
2021-10-22,I Know What You Did Last Summer,1997,https://boxd.it/2588,3.5
2021-10-24,Hocus Pocus,1993,https://boxd.it/1Wgi,3
2021-10-24,What's Eating Gilbert Grape,1993,https://boxd.it/28xg,3.5
2021-10-24,I Want to Eat Your Pancreas,2018,https://boxd.it/ie6C,5
2021-10-25,Drive My Car,2021,https://boxd.it/sv94,5
2021-10-26,A Silent Voice,2016,https://boxd.it/d99c,4
2021-11-06,Jennifer's Body,2009,https://boxd.it/1Efw,3
2021-11-06,Fight Club,1999,https://boxd.it/2a9q,3.5
2021-11-06,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,4
2021-11-07,His House,2020,https://boxd.it/l8Qq,4
2021-11-14,Birds of Paradise,2021,https://boxd.it/oSlO,2
2021-11-21,The People Under the Stairs,1991,https://boxd.it/1QMC,5
2021-11-21,Last Night in Soho,2021,https://boxd.it/lbJC,3
2021-12-01,Spencer,2021,https://boxd.it/qPMG,4
2021-12-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,4
2021-12-03,Benedetta,2021,https://boxd.it/gdNQ,4
2021-12-04,"Paris, 13th District",2021,https://boxd.it/s0Ky,3
2021-12-04,A League of Their Own,1992,https://boxd.it/1UdG,3
2021-12-05,The Eyes of Tammy Faye,2021,https://boxd.it/mbB6,3
2021-12-05,The Matrix,1999,https://boxd.it/2a1m,3
2021-12-05,Happy Old Year,2019,https://boxd.it/nglu,4.5
2021-12-05,Dear Ex,2018,https://boxd.it/j1XK,3.5
2021-12-06,I Care a Lot,2020,https://boxd.it/mcHk,4
2021-12-07,Pride & Prejudice,2005,https://boxd.it/24u8,5
2021-12-07,Atonement,2007,https://boxd.it/24ui,4.5
2021-12-08,Scream,1996,https://boxd.it/24EC,4.5
2021-12-10,Thoroughbreds,2017,https://boxd.it/dVHQ,3
2021-12-10,Ju-on: The Grudge,2002,https://boxd.it/1SY6,3
